date,timestamp,account,pnl
2026-06-24,08:51:07,CS4-VET2,0.00
2026-06-24,08:56:09,CS4-VET2,0.00
2026-06-24,09:01:12,CS4-VET2,0.00
2026-06-24,09:06:14,CS4-VET2,0.00
2026-06-24,09:11:17,CS4-VET2,0.00
2026-06-24,09:16:19,CS4-VET2,0.00
2026-06-24,09:21:21,CS4-VET2,0.00
2026-06-24,09:26:24,CS4-VET2,0.00
2026-06-24,09:31:26,CS4-VET2,0.00
2026-06-24,09:36:29,CS4-VET2,2.26
2026-06-24,09:41:31,CS4-VET2,6.88
2026-06-24,09:46:33,CS4-VET2,9.89
2026-06-24,09:51:36,CS4-VET2,14.14
2026-06-24,09:56:38,CS4-VET2,16.65
2026-06-24,10:01:40,CS4-VET2,20.57
2026-06-24,10:06:43,CS4-VET2,25.13
2026-06-24,10:11:45,CS4-VET2,29.88
2026-06-24,10:16:48,CS4-VET2,31.57
2026-06-24,10:21:50,CS4-VET2,36.26
2026-06-24,10:26:53,CS4-VET2,43.88
2026-06-24,10:31:55,CS4-VET2,45.12
2026-06-24,10:36:58,CS4-VET2,48.37
2026-06-24,10:42:01,CS4-VET2,51.75
2026-06-24,10:47:04,CS4-VET2,55.80
2026-06-24,10:52:06,CS4-VET2,58.92
2026-06-24,10:57:09,CS4-VET2,62.27
2026-06-24,11:02:12,CS4-VET2,66.42
2026-06-24,11:07:15,CS4-VET2,69.55
2026-06-24,11:12:18,CS4-VET2,72.17
2026-06-24,11:17:21,CS4-VET2,75.18
2026-06-24,11:22:32,CS4-VET2,78.35
2026-06-24,11:27:34,CS4-VET2,81.53
2026-06-24,11:32:36,CS4-VET2,87.52
2026-06-24,11:37:37,CS4-VET2,91.31
2026-06-24,11:42:41,CS4-VET2,93.74
2026-06-24,11:47:42,CS4-VET2,95.29
2026-06-24,11:52:44,CS4-VET2,95.55
2026-06-24,11:57:52,CS4-VET2,100.11
2026-06-24,12:02:53,CS4-VET2,102.36
2026-06-24,12:07:55,CS4-VET2,106.23
2026-06-24,12:12:57,CS4-VET2,111.13
2026-06-24,12:18:01,CS4-VET2,113.60
2026-06-24,12:23:04,CS4-VET2,117.62
2026-06-24,12:28:07,CS4-VET2,119.46
2026-06-24,12:33:13,CS4-VET2,124.49
2026-06-24,12:38:18,CS4-VET2,127.78
2026-06-24,12:43:21,CS4-VET2,130.00
2026-06-24,12:48:25,CS4-VET2,133.11
2026-06-24,12:53:27,CS4-VET2,134.49
2026-06-24,12:58:30,CS4-VET2,135.98
2026-06-24,13:03:35,CS4-VET2,138.86
2026-06-24,13:08:38,CS4-VET2,139.26
2026-06-24,13:13:42,CS4-VET2,141.00
2026-06-24,13:18:45,CS4-VET2,143.13
2026-06-24,13:23:50,CS4-VET2,145.28
2026-06-24,13:28:55,CS4-VET2,148.14
2026-06-24,13:34:00,CS4-VET2,149.89
2026-06-24,13:39:04,CS4-VET2,151.77
2026-06-24,13:44:08,CS4-VET2,154.43
2026-06-24,13:49:14,CS4-VET2,155.92
2026-06-24,13:54:21,CS4-VET2,158.27
2026-06-24,13:59:27,CS4-VET2,159.66
2026-06-24,14:04:33,CS4-VET2,160.55
2026-06-24,14:09:40,CS4-VET2,162.66
2026-06-24,14:14:44,CS4-VET2,163.78
2026-06-24,14:19:48,CS4-VET2,165.40
2026-06-24,14:24:53,CS4-VET2,167.65
2026-06-24,14:29:58,CS4-VET2,168.66
2026-06-24,14:35:04,CS4-VET2,170.64
2026-06-24,14:40:09,CS4-VET2,172.17
2026-06-24,14:45:14,CS4-VET2,173.63
2026-06-24,14:50:19,CS4-VET2,175.29
2026-06-24,14:55:24,CS4-VET2,177.60
2026-06-24,15:00:29,CS4-VET2,179.85
2026-06-24,15:05:33,CS4-VET2,182.29
2026-06-24,15:10:37,CS4-VET2,182.61
2026-06-24,15:15:42,CS4-VET2,185.36
2026-06-24,15:20:49,CS4-VET2,187.75
2026-06-24,15:25:54,CS4-VET2,189.74
2026-06-24,15:31:00,CS4-VET2,191.91
2026-06-24,15:36:05,CS4-VET2,193.42
2026-06-24,15:41:12,CS4-VET2,195.18
2026-06-24,15:46:18,CS4-VET2,197.04
2026-06-24,15:51:25,CS4-VET2,197.62
2026-06-24,15:56:31,CS4-VET2,197.93
2026-06-24,16:00:51,CS4-VET2,197.94
2026-06-24,08:33:56,CS4-VET2,ERR
2026-06-24,08:38:59,CS4-VET2,0.00
2026-06-24,08:44:00,CS4-VET2,0.00
