timestamp,account,pnl
08:49:24,CS5-GAB1,0.00
08:54:25,CS5-GAB1,0.00
08:59:27,CS5-GAB1,0.00
09:04:30,CS5-GAB1,0.00
09:09:31,CS5-GAB1,0.00
09:14:33,CS5-GAB1,0.00
09:19:35,CS5-GAB1,0.00
09:24:37,CS5-GAB1,0.00
09:29:40,CS5-GAB1,0.00
09:34:41,CS5-GAB1,0.00
09:39:43,CS5-GAB1,4.16
09:44:45,CS5-GAB1,5.63
09:49:47,CS5-GAB1,7.56
09:54:49,CS5-GAB1,10.60
09:59:51,CS5-GAB1,14.62
10:04:53,CS5-GAB1,19.83
10:09:56,CS5-GAB1,22.93
10:14:58,CS5-GAB1,25.67
10:20:01,CS5-GAB1,29.31
10:25:02,CS5-GAB1,33.56
10:30:04,CS5-GAB1,35.70
10:35:07,CS5-GAB1,38.18
10:40:09,CS5-GAB1,42.93
10:45:12,CS5-GAB1,48.67
10:50:14,CS5-GAB1,51.94
10:55:17,CS5-GAB1,56.83
11:00:20,CS5-GAB1,61.98
11:05:22,CS5-GAB1,71.71
11:10:24,CS5-GAB1,77.09
11:15:26,CS5-GAB1,79.47
11:20:29,CS5-GAB1,85.35
11:25:32,CS5-GAB1,91.44
11:30:34,CS5-GAB1,95.56
11:35:36,CS5-GAB1,100.76
11:40:39,CS5-GAB1,102.34
11:45:42,CS5-GAB1,102.88
11:50:43,CS5-GAB1,104.76
11:55:45,CS5-GAB1,107.89
12:00:48,CS5-GAB1,110.90
12:05:49,CS5-GAB1,113.53
12:10:53,CS5-GAB1,117.62
12:15:56,CS5-GAB1,120.18
12:20:58,CS5-GAB1,122.40
12:26:02,CS5-GAB1,123.64
12:31:04,CS5-GAB1,126.27
12:36:09,CS5-GAB1,128.28
12:41:13,CS5-GAB1,131.41
12:46:19,CS5-GAB1,133.07
12:51:23,CS5-GAB1,136.07
12:56:25,CS5-GAB1,138.89
13:01:31,CS5-GAB1,141.04
13:06:35,CS5-GAB1,142.00
13:11:39,CS5-GAB1,143.40
13:16:42,CS5-GAB1,145.54
13:21:46,CS5-GAB1,147.52
13:26:49,CS5-GAB1,150.10
13:31:55,CS5-GAB1,151.77
13:37:00,CS5-GAB1,152.57
13:42:04,CS5-GAB1,154.81
13:47:11,CS5-GAB1,156.16
13:52:17,CS5-GAB1,156.45
13:57:22,CS5-GAB1,158.55
14:02:25,CS5-GAB1,158.93
14:07:28,CS5-GAB1,160.43
14:12:35,CS5-GAB1,161.19
14:17:41,CS5-GAB1,163.44
14:22:44,CS5-GAB1,166.07
14:27:47,CS5-GAB1,167.19
14:32:54,CS5-GAB1,167.94
14:38:00,CS5-GAB1,168.50
14:43:05,CS5-GAB1,170.03
14:48:10,CS5-GAB1,171.45
14:53:14,CS5-GAB1,173.21
14:58:22,CS5-GAB1,175.08
15:03:25,CS5-GAB1,175.71
15:08:29,CS5-GAB1,176.19
15:13:33,CS5-GAB1,178.44
15:18:40,CS5-GAB1,180.32
15:23:53,CS5-GAB1,180.71
15:28:57,CS5-GAB1,182.06
15:34:01,CS5-GAB1,182.93
15:39:04,CS5-GAB1,182.69
15:44:08,CS5-GAB1,184.45
15:49:15,CS5-GAB1,185.20
15:54:16,CS5-GAB1,187.01
15:59:18,CS5-GAB1,186.67
16:00:25,CS5-GAB1,186.67
08:35:09,CS5-GAB1,ERR
08:40:10,CS5-GAB1,0.00
08:45:13,CS5-GAB1,0.00
08:50:15,CS5-GAB1,0.00
08:55:17,CS5-GAB1,0.00
09:00:18,CS5-GAB1,0.00
09:05:20,CS5-GAB1,0.00
09:10:21,CS5-GAB1,0.00
09:15:24,CS5-GAB1,0.00
09:20:25,CS5-GAB1,0.00
09:25:27,CS5-GAB1,0.00
09:30:29,CS5-GAB1,0.00
09:35:30,CS5-GAB1,0.00
09:40:32,CS5-GAB1,7.76
09:45:33,CS5-GAB1,9.91
09:50:34,CS5-GAB1,13.45
09:55:35,CS5-GAB1,14.78
10:00:37,CS5-GAB1,17.51
10:05:38,CS5-GAB1,19.63
10:10:40,CS5-GAB1,23.07
10:15:41,CS5-GAB1,25.61
10:20:49,CS5-GAB1,28.05
10:25:51,CS5-GAB1,32.70
10:30:52,CS5-GAB1,36.09
10:35:54,CS5-GAB1,38.58
10:40:55,CS5-GAB1,42.08
10:45:57,CS5-GAB1,43.97
10:51:00,CS5-GAB1,47.83
10:56:02,CS5-GAB1,51.33
11:01:05,CS5-GAB1,52.10
11:06:07,CS5-GAB1,54.58
11:11:10,CS5-GAB1,59.45
11:16:13,CS5-GAB1,66.11
11:21:16,CS5-GAB1,68.97
11:26:18,CS5-GAB1,71.42
11:31:21,CS5-GAB1,76.46
11:36:23,CS5-GAB1,82.79
11:41:26,CS5-GAB1,85.58
11:46:29,CS5-GAB1,89.57
11:51:32,CS5-GAB1,95.19
11:56:34,CS5-GAB1,96.94
12:01:37,CS5-GAB1,101.08
12:06:40,CS5-GAB1,103.89
12:11:42,CS5-GAB1,106.78
12:16:45,CS5-GAB1,109.76
12:21:48,CS5-GAB1,112.04
12:26:51,CS5-GAB1,114.91
12:31:54,CS5-GAB1,119.01
12:36:57,CS5-GAB1,123.15
12:42:00,CS5-GAB1,125.84
12:47:03,CS5-GAB1,128.85
12:52:05,CS5-GAB1,130.77
12:57:08,CS5-GAB1,133.23
13:02:11,CS5-GAB1,137.02
13:07:14,CS5-GAB1,139.51
13:12:16,CS5-GAB1,142.14
13:17:19,CS5-GAB1,145.64
13:22:22,CS5-GAB1,148.64
13:27:24,CS5-GAB1,151.78
13:32:27,CS5-GAB1,154.63
13:37:29,CS5-GAB1,157.87
13:42:32,CS5-GAB1,160.65
13:47:35,CS5-GAB1,161.64
13:52:38,CS5-GAB1,163.83
13:57:41,CS5-GAB1,166.40
14:02:44,CS5-GAB1,170.69
14:07:48,CS5-GAB1,173.91
14:12:50,CS5-GAB1,176.54
14:17:52,CS5-GAB1,180.39
14:22:56,CS5-GAB1,183.16
14:27:59,CS5-GAB1,186.02
14:33:02,CS5-GAB1,189.65
14:38:05,CS5-GAB1,192.66
14:43:08,CS5-GAB1,195.28
14:48:11,CS5-GAB1,196.90
14:53:14,CS5-GAB1,200.40
